LABEL,TEXT
smishing,"xxxmobilemovieclub: to use your credit, cluck the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl"
smishing,"nationwide has noticed your debit card embody recently employ on 25-10-2015 13.04.43, at apple online store for 1976.00 gbp. if not you please urgently call fraud preventaion on 03303800232 or intl +443303800231. suffice not reply by sms http://www.nationwide.co.uk/"
smishing,"congratulations!!! you are due for a covid-19 grant, to redeem,contact us via email: covid19grant@cokegrant.com"
smishing,"apple possess detected an unauthorized sign-in to your cloud account. if this message goes without reply, apple will embody forced to suspend your account. please swan this icloud device by sending your correct apple id and password via text message."
smishing,"free message activate your 500 free text messages by reply to this message with the word free for terms & conditions, visit www.07781482378.com"
smishing,"as a valued customer, i embody please to advise you that following recent review of your mob no. you embody grant with a Â£2000 bonus prize, call 09066364529"
smishing,dear (paytm)customer your paytm kyc has embody suspend pay-tm office ph 7908807538 your paytm a/c will blockade within 24hr thank you.
smishing,cds 4u: congratulations ur awarded Â£500 of cd gift vouchers or Â£125 gift secure & freeentry 2 Â£100 wkly draw xt music to 87066 tncs www.ldew.com1win150ppmx3age16
smishing,you have won a guaranteed Â£200 award or even Â£1000 cashto exact ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php. rg21 4jx
smishing,private! your 2003 account statement for 07815296484 shows 800 un-redeemed s.i.m. points. call 08718738001 identifier code 41782 exit 18/11/04
smishing,you are choose to receive a Â£350 award! pls call claim number 09066364311 to accumulate your award which you are selected to receive as a measure mobile customer.
smishing,"you receive won ?1,000 cash or a ?2,000 prize! to claim, call09050000327. t&c: rstm, sw7 3ss. 150ppm"
smishing,a link to your picture ingest embody sent. you can also use http://alto18.co.uk/wave/wave.asp?o=44345
smishing,"urgent! dear fl1pkart customer, we represent essay to touch you. last weekends draw shows that you w0n a rs.2,00,000 prize guaranteed. call 6299257179. claim code flip02. valid 12hrs only."
smishing,you have advance a guaranteed Â£1000 cash or a Â£2000 prize. to claim yr prize call our customer service representative on 08714712394 between 10am-7pm
smishing,please call our customer service representative on freephone 0808 145 4744 between 9am-11pm as you have won a guaranteed Â£3000 cash or Â£7000 prize!
smishing,we have recalculated your vehicle tax. you are owed ï¿½48.84 due to over payment.click the secure link http:// 103.208.86.96 to arrogate your refund.
smishing,"as a valued customer, i am delight to advise you that following recent lucky draw of your mobile no. you are awarded with a rs.5,00,000 bonus prize, call 7908807538"
smishing,u ingest a secret admirer who embody looking 2 make contact with u-find out who they r*reveal who recall ur so special-call on 09058094594
smishing,dear customer your pyatm wallet ingest been book and apply your amount please complete your kyc contact customer care 8927307655
smishing,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or answer for delivery conjoin
smishing,"we experience find a request from you for buy paytm payments bank fastag. total amount to be devote is rs 250/- (tag cost rs. 100 security deposit rs. 0, threshold -rs. 150). in case of any queries, please contact us at https://m.paytm.me/fastag-help"
smishing,"you be embody touch by our dating service by someone you know! to find out who it is, call from your mobile or landline 09064017305 pobox75ldns7"
smishing,"urgent! your mobile no *********** succeed a Â£2,000 bonus caller prize on 02/06/03! this embody the 2nd attempt to achieve you! call 09066362220 asap! box97n7qp, 150ppm"
smishing,dear (paytm)customer your paytm kyc has equal suspend pay-tm office ph 7679046492 your paytm a/c will block within 24hr thank you.
smishing,dear (paytm)customer your paytm kyc has been suspend pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.
smishing,you are chosen to incur a Â£350 award! pls call claim number 09066364311 to collect your award which you are selected to receive as a treasure mobile customer.
smishing,"this is the 2nd attempt to contract u, you ingest won this weeks top prize of either Â£1000 cash or Â£200 prize. just yell 09066361921"
smishing,your sam registration has exist received! click here to dispatch the process http:/rghst.us/xri2284 reply stop 2 opt out of future texts
smishing,u have a secret admirer. reveal who thinks u r so special. call 09065174042. to opt out cust care 07821230901
smishing,todays voda numbers ending with 7634 are choose to receive a Â£350 reward. if you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
smishing,we ingest identified some unusual activity on your online banking. please log in via the secure link http:owly/npyl308kywg to deflect account suspension
smishing,please stay at home. to encourage the notion of stay at home. all tax-paying citizens are entitled to ï¿½305.96 or more emergency refund. smsg.io/fcvbd
smishing,do you need a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
smishing,we essay to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or yell 08000930705 now
smishing,dear (paytm)customer your paytm kyc ingest been suspended pay-tm office ph 8536074310 your paytm a/c will block within 24hr thank you.
smishing,"records indicate you were ask in an accident in the last 2.5 years. as such you are entitle to claim compensation, reply claim for info or stop to opt out"
smishing,u have a secret admirer who embody attend 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 0906517113-stopsms-08
smishing,u ingest a secret admirer who is look 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094594
smishing,you are a winner you ingest been specially selected to incur Â£1000 cash or a Â£2000 award. speak to a live operator to exact call 087123002209am-7pm. cost 10p
smishing,we possess identified some unusual activity on your online banking. please log in via the secure link http:owly/npyl308kywg to deflect account suspension
smishing,a Â£400 xmas reward is look for you! our computer experience randomly peck you from our loyal mobile customers to receive a Â£400 reward. just call 09066380611
smishing,winner! as a treasure network customer you hvae embody selected to receive a Â£900 reward! to collect call 09061701444. valid 24 hours only. acl03530150pm
smishing,"loan for any purpose Â£500 - Â£75,000. homeowners + tenants welcome. experience you been previously refused? we can still help. call free 0800 1956669 or text back 'help'"
smishing,"dear v0daf0ne customer,you are a 5,00,000 winner of guaranteed caller prize, this is our final attempt to contact you! to claim call 8927307655 now!"
smishing,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
smishing,xmas reward is look for you! our computer experience randomly beak you from our loyal mobile customers to receive a Â£400 reward. just call 09066380644
smishing,+449071512431 urgent! this embody the 2nd attempt to contact u!u possess succeed Â£1250 anticipate 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. maxÂ£7. 50
smishing,missed call alert. these numbers name but result no message. 07008009200
smishing,delight call 08712402972 immediately as there embody an urgent message look for you
smishing,you cause won! as a valued vodafone customer our computer possess beak you to succeed a Â£350 prize. to collect is easy. just call 09061743385
smishing,you are a winner you experience been specially choose to receive Â£1000 cash or a Â£2000 award. speak to a live operator to claim call 087123002209am-7pm. cost 10p
smishing,"dear customer your pay2tmkyc has been expired, itï¿½s will be bl0cked within 24 hour, please contact customer! care phï¿½ 6200992462 immediately to affirm"
smishing,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will forget within 24 hr. thank you paytm team.
smishing,urgent! we be trying to contact you. last weekends draw shows that you have won a Â£900 prize guaranteed. call 09061701851. claim code k61. valid 12hours only
smishing,want explicit sex in 30 secs? ring 02073162414 now! costs 20p/min
smishing,urgent! we are trying to contact you. last weekends draw shows that you have advance a Â£900 prize guaranteed. call 09061701851. claim code k61. valid 12hours only
smishing,u 447801259231 have a secret admirer who is look 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597
smishing,important message. this is a final contact attempt. you have important messages waiting out our customer claims dept. go 13/4/04. call 08717507382 now!
smishing,"for ur chance to win a Â£250 wkly shopping spree txt: shop to 80878. t's&c's custcare 08715705022, 1x150p/wk"
smishing,urgent! your mobile number possess been awarded with a Â£2000 prize guaranteed. call 09058094454 from land line. claim 3030. valid 12hrs only
smishing,dear customer your pyatm wallet has be hold and hold your amount please complete your kyc contact customer care 6299257179
smishing,you ingest 1 new voicemail. please call 08719181513.
smishing,"congrats! 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid your mates, play java games, dload polyph music, noline rentl."
smishing,todays voda numbers ending with 7634 are selected to receive a Â£350 reward. if you ingest a match please call 08712300220 quoting claim code 7684 standard rates apply.
smishing,"dear customer, due to bvn system upgrade, your atm card ingest be de-activated by cbn. to re-activate call customer care 08167340838 for help."
smishing,"dear v0daf0ne customer,you embody a 5,00,000 winner of guaranteed caller prize, this is our final attempt to contact you! to arrogate bid 7908807538 now!"
smishing,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text + free camcorder reply of call 08000930705 now
smishing,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery
smishing,"urgent! your mobile number ingest exist award with a inr.2,00,000 prize guaranteed. call 8927307655 from land line. claim 3030. valid 12hrs only"
smishing,update_now - 12mths half price orange line rental: 400mins...call mobileupd8 on 08000839402 or call2optout=j5q
smishing,win a Â£1000 cash prize or a prize worth Â£5000
smishing,we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
smishing,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueÂ¡c c ringtoneÂ¡
smishing,we prove to reach you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
smishing,"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18call 08718728876"
smishing,amass your valentine's weekend to paris inc flight & hotel + Â£200 prize guaranteed! text: paris to no: 69101. www.rtf.sphosting.com
smishing,**free message**thanks for employ the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270
smishing,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery tie
smishing,"this is the 2nd time we ingest tried 2 contact u. u have won the 750 pound prize. 2 claim is easy, call 08712101359 now! only 10p per min. bt-national-rate"
smishing,congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to exact ts&cs www.smsco.net costÂ£3.75max
smishing,suffice you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow
smishing,"as a valued customer, i am please to notify you that succeed recent draw of your mobile no. you are awarded with a rs.10,00,000 bonus prize, call 7044518857"
smishing,"free message activate your 500 free text messages by reply to this message with the word free for terms & conditions, visit www.07781482378.com"
smishing,"local covid19 study: compensation up to $1,220! qualify here:1200cash4study1.com/"
smishing,dear (paytm)customer your paytm kyc ingest exist suspended pay-tm office ph 8536074310 your paytm a/c will jam within 24hr thank you.
smishing,you ingest been specially choose to incur a 2000 pound award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo
smishing,"records indicate you were ask in an accident in the last 2.5 years. as such you are gentle to exact compensation, reply claim for info or arrest to opt out"
smishing,"todays vodafone numbers ending 7148 constitute selected to receive a rs.2,00,000 award. if you ingest a match please call 7679046492 quoting claim code 7834 standard rates use"
smishing,you possess won! as a valued vodafone customer our computer has picked you to advance a Â£150 prize. to amass is easy. just call 09061743386
smishing,advance urgent! your mobile number has been awarded with a Â£2000 prize guaranteed call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
smishing,the current leading bid is 151. to pause this auction send out. customer care: 08718726270
smishing,do you want a new video handset? 750 anytime any network mins? half price line rental? camcorder? reply or call 08000930705 for delivery tomorrow
smishing,"dear customer,u've embody choose to stay in f1ve star hotels - for t0day's draw! holiday valued at inr 5,00,000.dial 8536074310 to take"
smishing,guess what! somebody you experience secretly fancies you! wanna find out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18
smishing,you exist now unsubscribed all services. get tons of sexy babes or hunks straight to your phone! survive to http://gotbabes.co.uk. no subscriptions.
smishing,+123 congratulations - in this week's competition draw u have won the Â£1450 prize to claim just call 09050002311 b4280703. t&cs/stop sms 08718727868. over 18 only 150ppm
smishing,dear (paytm)customer your paytm kyc ingest embody suspended pay-tm office ph 7908807538 your paytm a/c will lug within 24hr thank you.
smishing,"you possess won ?1,000 cash or a ?2,000 prize! to claim, call09050000327. t&c: rstm, sw7 3ss. 150ppm"
smishing,"44 7732584351, perform you need a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705."
smishing,please call amanda with regard to reincarnate or advance your current t-mobile handset free of charge. offer ends today. tel 0845 021 3680 subject to t's and c's
smishing,customer service annoncement. you have a new years delivery waiting for you. please call 07046744435 now to dress delivery
smishing,dear paytm customer your paytm kyc ingest expired. contact customer care no-8927307655 immediately. your account will forget within 24 hr. thank you paytm team.
smishing,ur going 2 bahamas! callfreefone 08081560665 and speak to a live operator to take either bahamas cruise ofÂ£2000 cash 18+only. to opt out txt x to 07786200117
smishing,"last chance! claim ur Â£350 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! t cs savamob pobox84, m263uz."
smishing,"dear voucher holder, 2 claim this weeks offer, at your pc survive to http://www.e-tlp.co.uk/expressoffer ts&cs app"
smishing,refused a loan? batten or unsecured? can't get credit? yell free now 0800 195 6669 or text back 'help' & we will!
smishing,"dear customer,your apple 1d embody due to expire today prevent this by confiming your apple id at ataligaid daal.au"
smishing,camera - you represent awarded a sipix digital camera! call 09061221067 fromm landline. delivery within 28 days.
smishing,xmas iscoming & ur awarded either Â£500 cd gift vouchers & free entry 2 r Â£100 weekly draw txt music to 87066 tnc www.ldew.com1win150ppmx3age16subscription
smishing,private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to take call 08719180248 identifier code: 45239 expires
smishing,we will hold your paytm amount after sometime complete your paytm kyc paytm office ph 7679046492
smishing,"congrats! 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid your mates, play java games, dload polyph music, noline rentl."
smishing,guess what! somebody you hump secretly fancies you! wanna ascertain out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18
smishing,please call our customer service representative on 0800 169 6032 between 10am-9pm as you have advance a guaranteed Â£2000 cash or Â£6000 prize!
smishing,u have a secret admirer who embody look 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094565
smishing,experience your mobile 11 months or more? u r entitle to update to the latest colour mobiles with camera for free! call the mobile update co rid on 08002986030
smishing,congrats! nokia 3650 video camera phone exist your call 09066382423 bid cost 150ppm ave call 3mins vary from mobiles
smishing,"todays vodafone numbers ending 9167 exist take to receive a rs.2,00,000 award. if you have a match please call 7044518857 quoting claim code 5001 standard rates hold"
smishing,"urgent! your mobile no *********** succeed a Â£2,000 bonus caller prize on 02/06/03! this constitute the 2nd attempt to achieve you! call 09066362220 asap! box97n7qp, 150ppm"
smishing,"you are being contacted by our dating service by someone you know! to ascertain out who it is, call from your mobile or landline 09064017305 pobox75ldns7"
smishing,"44 7732584351, suffice you require a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705."
smishing,bore housewives! chat n date now! 0871750.77.11! bt-national rate 10p/min only from landlines!
smishing,**free message**thanks for habituate the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270
smishing,urgent! we embody trying to touch you. last weekends draw shows that you ingest win a Â£900 prize guaranteed. call 09061701851. claim code k61. valid 12hours only
smishing,"upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer stop 26th july. t&c's apply. opt-out available"
smishing,behave you need a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or answer for delivery tomorrow
smishing,you have exited the specified 1 mile radius on three separate occasions today. a penalty notice let embody issued to your address restrain on the electoral roll. more info & appeals can be lodge at gov.uk/cvpenalty stay at home. protect the nhs. deliver lives.
smishing,"last chance! claim ur Â£350 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! t cs savamob pobox84, m263uz."
smishing,"urgent! dear fl1pkart customer, we constitute prove to touch you. last weekends draw shows that you w0n a rs.7,00,000 prize guaranteed. call 7679046492. claim code l92 valid 12hrs only."
smishing,dear (paytm)customer your paytm kyc has been debar pay-tm office ph 7908807538 your paytm a/c will block within 24hr thank you.
smishing,you embody a winner u have been specially selected 2 receive Â£2000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910
smishing,xmas iscoming & ur present either Â£500 cd gift vouchers & free entry 2 r Â£100 weekly draw txt music to 87066 tnc www.ldew.com1win150ppmx3age16subscription
smishing,please yell amanda with regard to renewing or advance your current t-mobile handset free of charge. offer end today. tel 0845 021 3680 subject to t's and c's
smishing,urgent! please call 09061743811 from landline. your abta complimentary 4* tenerife holiday or Â£5000 cash await collection sae t&cs box 326 cw25wx 150ppm
smishing,+123 congratulations - in this week's competition draw u ingest advance the Â£1450 prize to arrogate just yell 09050002311 b4280703. t&cs/stop sms 08718727868. over 18 only 150ppm
smishing,you embody grant a sipix digital camera! call 09061221068 fromm landline. delivery within 10 days.
smishing,ur mobile number advance 2crores 35lakh rupees in chevrolet motors award 2015 for claim send name phone number address age toï¿½email:chevmotorlondon@hotmail.com
smishing,"you embody a Â£1000 winner or guaranteed caller prize, this be our final attempt to contact you! to arrogate bid 09071517866 now! 150ppmpobox10183bhamb64xe"
smishing,you possess an important customer service announcement. call freephone 0800 542 0826 now!
smishing,"urgent! you have advance a 1 week free membership in our Â£100,000 prize jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net lccltd pobox 4403ldnw1a7rw18"
smishing,camera - you embody grant a sipix digital camera! call 09061221065 fromm landline. delivery within 8 days
smishing,"urgent! dear fl1pkart customer, we be trying to contact you. last weekends draw shows that you w0n a rs.6,00,000 prize guaranteed. call 7908807538. claim code flip52. valid 12hrs only."
smishing,you embody a winner you have been specially choose to incur Â£1000 cash or a Â£2000 award. speak to a live operator to take bid 087123002209am-7pm. cost 10p
smishing,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 0906517113-stopsms-08
smishing,**free message**thanks for employ the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270
smishing,u r ennoble to update to the latest colour mobiles with camera for free! call the mobile update co unloosen on 08002986030
smishing,"atm block:dear customer, due to our system raise your atm card has just embody de-activated. to activate yell customer care for help 6200992462 now."
smishing,your unique user id is 1172. for removal send stop to 87239 customer services 08708034412
smishing,you have 1 new voicemail. please call 0871918154.
smishing,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueÂ¡c c ringtoneÂ¡
smishing,"upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer ends 26th july. t&c's apply. opt-out available"
smishing,call freephone 0800 542 0578 now!
smishing,xclusive@clubsaisai 2morow 28/5 soiree speciale zouk with nichols from paris.free roses 2 all ladies !!! info: 07946746291/07880867867
smishing,"please call our customer service representative on 8536074310 between 10am-9pm as you ingest w0n a guaranteed cash prize of rs.10,00,000. fl1pkart team"
smishing,"urgent! dear fl1pkart customer, we are examine to contact you. last weekends draw shows that you w0n a rs.6,00,000 prize guaranteed. call 7908807538. claim code flip52. valid 12hrs only."
smishing,"thanks for your ringtone order, reference number x29. your mobile will be file 4.50. should your tone not arrive please phone customer services 09065989180"
smishing,xmas reward is waiting for you! our computer ingest randomly picked you from our loyal mobile customers to receive a Â£400 reward. just call 09066380644
smishing,"urgent! dear fl1pkart customer, we are trying to meet you. last weekends draw shows that you w0n a rs.7,00,000 prize guaranteed. call 7679046492. claim code l92 valid 12hrs only."
smishing,urgent ur Â£500 guaranteed award is still unclaimed! call 09066368327 now closingdate04/09/02 claimcode m39m51 Â£1.50pmmorefrommobile2bremoved-mobypobox734ls27yf
smishing,u experience a secret admirer who embody look 2 make contact with u-find out who they r*reveal who consider ur so special-call on 09065171142-stopsms-08718727870150ppm
smishing,"congratulations, your cv was reexamine and you ingest embody shortlisted. please complete the job application by dial 120 *22446#"
smishing,"dear v0daf0ne customer,you are a 5,00,000 winner of guaranteed caller prize, this is our final attempt to contact you! to claim call 7044518857 now!"
smishing,"collect 100 points& convey 14,500 pokecoins for pokemon gol"" by snap this link nowï¿½http://goo.gle/xxxx"
smishing,do you want a new video phone? 600 anytime any network mins 400 inclusive video calls and download 5 per week free deltomorrow call 08002888812 or reply now
smishing,"dear voucher holder, to arrogate this weeks offer, at you pc please survive to http://www.e-tlp.co.uk/reward. ts&cs apply."
smishing,todays voda numbers ending with 7634 are selected to find a Â£350 reward. if you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
smishing,"you exist embody contact by our dating service by someone you know! to feel out who it is, call from your mobile or landline 09064017305 pobox75ldns7"
smishing,eeta (25/f) exist inviting you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat2708198
smishing,"urgent! your mobile number has embody awarded with a inr.2,00,000 prize guaranteed. call 7908807538 from land line. claim 3030. valid 12hrs only"
smishing,camera - you are present a sipix digital camera! call 09061221065 fromm landline. delivery within 8 days
smishing,you have 1 new message. please call 08712400200.
smishing,important information 4 orange user 0796xxxxxx. today is ur lucky day!2 ascertain out why log onto http://www.urawinner.com
smishing,you have 1 new message. please call 08715205273
smishing,"urgent! dear fl1pkart customer, we be trying to contact you. last weekends draw shows that you w0n a rs.8,00,000 prize guaranteed. call 6200992462. claim code n32. valid 12hrs only."
smishing,bore housewives! chat n date now! 0871750.77.11! bt-national rate 10p/min only from landlines!
smishing,congratulations ur grant either Â£500 of cd gift vouchers & free entry 2 our Â£100 weekly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16
smishing,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08715203694 identifier code: 40533 expires 31/10/04
smishing,experience your mobile 11 months or more? u r title to update to the latest colour mobiles with camera for free! call the mobile update co loose on 08002986030
smishing,had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co unloosen on 08002986030
smishing,"congrats! 1 year special cinema pass for 2 is yours. call 09061209466 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm."
smishing,loa!! homeowners + tenants welcome. cause you been previously refused? we can still help. call free 0800 1956669 or text back 'help'
smishing,"as a valued customer, i am pleased to notify you that survey recent review of your mobile no. you embody grant with a rs.5,00,000 bonus prize, call 8536074310"
smishing,urgent! we embody trying to touch u todays draw prove that you have advance a Â£800 prize guaranteed. call 09050000460 from land line. claim j89. po box245c2150pm
smishing,winner!! as a treasure network customer you have been selected to receivea Â£900 esteem reward! to claim call 09061701461. claim code kl341. valid 12 hours only.
smishing,"dear v0daf0ne customer,you be a 5,00,000 winner of guaranteed caller prize, this is our final attempt to touch you! to arrogate call 7044518857 now!"
smishing,you ingest 1 new message. please call 08712400200.
smishing,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18
smishing,"as a valued customer, i exist please to suggest you that succeed recent draw of your mobile no. you are awarded with a rs.10,00,000 bonus prize, call 7044518857"
smishing,"urgent! call 09066350760 from your landline. your complimentary 4* ibiza holiday or 20,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+"
smishing,we will hold your paytm amount after sometime complete your paytm kyc paytm office ph 8927307655
smishing,you experience won a guaranteed Â£1000 cash or a Â£2000 prize. to claim yr respect call our customer service representative on 08714712379 between 10am-7pm cost 10p
smishing,congratulations ur awarded either Â£500 of cd gift vouchers & free entry 2 our Â£100 weekly draw txt music to 87066 tncs www.ldew.com
smishing,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that embody a $5.00 per..
smishing,"update message to user,log on to verity your login and opt your existing questions and answers correctly dawn http://tdbankmobile.cleanbeautytalk.c om/tdmobile internet support team."
smishing,december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co rid on 08002986906
smishing,"you have constitute specially selected to receive a ""3000 award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo"
smishing,we prove to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or call 08000930705 now
smishing,"urgent! your mobile no embody awarded a Â£2,000 bonus caller prize on 1/08/03! this exist our 2nd attempt to touch you! call 0871-4719-523 box95qu bt national rate"
smishing,"win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
smishing,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that exist a $5.00 per..
smishing,"urgent! your mobile number experience been awarded with a inr.2,00,000 prize guaranteed. call 7044518857 from land line. claim 3030. valid 12hrs only"
smishing,urgent! we embody trying to contact you. last weekends draw shows that you have succeed a Â£900 prize guaranteed. call 09061701851. claim code k61. valid 12hours only
smishing,bore housewives! chat n date now! 0871750.77.11! bt-national rate 10p/min only from landlines!
smishing,dear (paytm)customer your paytm kyc cause embody suspended pay-tm office ph 8536074310 your paytm a/c will blockade within 24hr thank you.
smishing,"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18call 08718728876"
smishing,4mths half price orange line rental & latest camera call 4 free. experience your phone 11mths+? call mobilesdirect free on 08000938768 to update now!
smishing,u have a secret admirer who embody look 2 make contact with u-find out who they r*reveal who recall ur so special-call on 09065171142-stopsms-08718727870150ppm
smishing,"gov.uk alert coronavirus it has come to our attention that you have been out of the house more than once. due to this irresponsible behaviour, we embody egress you a formal warning and ï¿½250 fine. if this continues, the fine could increase to a maximum of ï¿½5000 and/or an arrest. payment will embody taken automatically out of your account. call 0800345 9999 for any enquiries or to appeal."
smishing,"dear paytm customer your paytm kyc ingest exist suspended, paytm office ph 6291628992 account will jam within 24 hour. thank you. paytm team"
smishing,"hi steven malone, we ingest describe some unusual activity on your account. log in via the secure ink to avoid account suspension http:l/natwestauth.xyz"
smishing,sorry i missed your call let's talk when you experience the time. i'm on 07090201529
smishing,"atm block:dear customer, due to our system upgrade your atm card has just been de-activated. to activate call customer care for help 6200992462 now."
smishing,u experience a secret admirer who is looking 2 make contact with u-find out who they r*reveal who reckon ur so special-call on 09065171142-stopsms-08718727870150ppm
smishing,guess what! somebody you experience secretly fancies you! wanna encounter out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18
smishing,perform you want a new nokia 3510i colour phone delivered tomorrow? with 100 free text + free camcorder reply or call 08000930705
smishing,"you have advance ?1,000 cash or a ?2,000 prize! to claim, call09050000327"
smishing,had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030
smishing,what suffice u want for xmas? how about 100 free text messages & a new video phone with half price line rental? call free now on 0800 0721072 to find out more!
smishing,loa!! homeowners + tenants welcome. ingest you embody previously refused? we can still help. call free 0800 1956669 or text back 'help'
smishing,delight yell 08712402578 immediately as there is an urgent message look for you
smishing,camera - you constitute grant a sipix digital camera! call 09061221067 fromm landline. delivery within 28 days.
smishing,reply with your name and address and you will find by post a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
smishing,want explicit sex in 30 secs? call 02073162414 now! costs 20p/min
smishing,we would like to inform you that you have embody recorded as exit your home on 3 occasions yesterday. a fine of ï¿½35 has embody bestow to your gov.ukï¿½account. for further information please visitï¿½gov.uk/ coronavirus-penalty-payment racking. protect the nhs. save lives
smishing,you constitute a winner u possess been specially selected 2 receive Â£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)
smishing,"urgent. important information for 02 user. today embody your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise look you !"
smishing,"44 7732584351, do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or yell 08000930705."
smishing,hey i embody really * want to chat or date me text to 08718738034
smishing,"urgent! your mobile number has been awarded with a inr.2,00,000 prize guaranteed. call 7908807538 from land line. claim 3030. valid 12hrs only"
smishing,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18
